,hist,ensmean,ens5th,ens25th,ens75th,ens95th
4/2/2023,12.7699585,NA,NA,NA,NA,NA
5/2/2023,3.564835072,NA,NA,NA,NA,NA
6/2/2023,3.687633276,NA,NA,NA,NA,NA
7/2/2023,0.304135174,NA,NA,NA,NA,NA
8/2/2023,1.482987165,NA,NA,NA,NA,NA
9/2/2023,8.933488846,NA,NA,NA,NA,NA
10/2/2023,1.580909133,NA,NA,NA,NA,NA
11/2/2023,0.722930312,NA,NA,NA,NA,NA
12/2/2023,0.223510981,NA,NA,NA,NA,NA
13/2/2023,11.92428684,NA,NA,NA,NA,NA
14/2/2023,10.32025146,NA,NA,NA,NA,NA
15/2/2023,13.64540195,NA,NA,NA,NA,NA
16/2/2023,10.32615852,NA,NA,NA,NA,NA
17/2/2023,12.02243996,NA,NA,NA,NA,NA
18/2/2023,20.83765221,NA,NA,NA,NA,NA
19/2/2023,5.902460575,NA,NA,NA,NA,NA
20/2/2023,1.609069347,NA,NA,NA,NA,NA
21/2/2023,0.146416247,NA,NA,NA,NA,NA
22/2/2023,1.264957666,NA,NA,NA,NA,NA
23/2/2023,0.144044638,NA,NA,NA,NA,NA
24/2/2023,0.153193235,NA,NA,NA,NA,NA
25/2/2023,0.14860408,NA,NA,NA,NA,NA
26/2/2023,NA,NA,NA,NA,NA,NA
27/2/2023,0.271169156,NA,NA,NA,NA,NA
28/2/2023,0.122371271,NA,NA,NA,NA,NA
1/3/2023,0.67223829,NA,NA,NA,NA,NA
2/3/2023,1.390950084,NA,NA,NA,NA,NA
3/3/2023,0.77010268,NA,NA,NA,NA,NA
4/3/2023,0.200665936,NA,NA,NA,NA,NA
5/3/2023,0.859654367,NA,NA,NA,NA,NA
6/3/2023,0.350791693,NA,NA,NA,NA,NA
7/3/2023,0.610426605,NA,NA,NA,NA,NA
8/3/2023,0.343894929,NA,NA,NA,NA,NA
9/3/2023,0.318449408,NA,NA,NA,NA,NA
10/3/2023,NA,NA,NA,NA,NA,NA
11/3/2023,NA,NA,NA,NA,NA,NA
12/3/2023,NA,NA,NA,NA,NA,NA
13/3/2023,0.172358781,NA,NA,NA,NA,NA
14/3/2023,NA,NA,NA,NA,NA,NA
15/3/2023,0.129326358,NA,NA,NA,NA,NA
16/3/2023,0.795874596,NA,NA,NA,NA,NA
17/3/2023,0.275433838,NA,NA,NA,NA,NA
18/3/2023,0.365331531,NA,NA,NA,NA,NA
19/3/2023,0.164540336,NA,NA,NA,NA,NA
20/3/2023,0.376440257,NA,NA,NA,NA,NA
21/3/2023,1.349663019,NA,NA,NA,NA,NA
22/3/2023,0.356702507,NA,NA,NA,NA,NA
23/3/2023,2.272584438,NA,NA,NA,NA,NA
24/3/2023,1.190915108,NA,NA,NA,NA,NA
25/3/2023,0.260876358,NA,NA,NA,NA,NA
26/3/2023,NA,NA,NA,NA,NA,NA
27/3/2023,0.983832777,NA,NA,NA,NA,NA
28/3/2023,0.424672127,NA,NA,NA,NA,NA
29/3/2023,2.503572702,NA,NA,NA,NA,NA
30/3/2023,1.031266928,NA,NA,NA,NA,NA
31/3/2023,1.390330791,NA,NA,NA,NA,NA
1/4/2023,1.486799359,NA,NA,NA,NA,NA
2/4/2023,0.390019566,NA,NA,NA,NA,NA
3/4/2023,0.545165956,NA,NA,NA,NA,NA
4/4/2023,NA,NA,NA,NA,NA,NA
5/4/2023,NA,NA,NA,NA,NA,NA
6/4/2023,NA,NA,NA,NA,NA,NA
7/4/2023,NA,NA,NA,NA,NA,NA
8/4/2023,NA,NA,NA,NA,NA,NA
9/4/2023,NA,NA,NA,NA,NA,NA
10/4/2023,0.532760084,NA,NA,NA,NA,NA
11/4/2023,0.634880364,NA,NA,NA,NA,NA
12/4/2023,NA,NA,NA,NA,NA,NA
13/4/2023,NA,NA,NA,NA,NA,NA
14/4/2023,NA,NA,NA,NA,NA,NA
15/4/2023,NA,NA,NA,NA,NA,NA
16/4/2023,0.115969501,NA,NA,NA,NA,NA
17/4/2023,NA,NA,NA,NA,NA,NA
18/4/2023,NA,NA,NA,NA,NA,NA
19/4/2023,NA,NA,NA,NA,NA,NA
20/4/2023,NA,NA,NA,NA,NA,NA
21/4/2023,NA,NA,NA,NA,NA,NA
22/4/2023,NA,NA,NA,NA,NA,NA
23/4/2023,NA,NA,NA,NA,NA,NA
24/4/2023,NA,NA,NA,NA,NA,NA
25/4/2023,NA,NA,NA,NA,NA,NA
26/4/2023,NA,NA,NA,NA,NA,NA
27/4/2023,NA,NA,NA,NA,NA,NA
28/4/2023,NA,NA,NA,NA,NA,NA
29/4/2023,NA,NA,NA,NA,NA,NA
30/4/2023,NA,NA,NA,NA,NA,NA
1/5/2023,NA,NA,NA,NA,NA,NA
2/5/2023,NA,NA,NA,NA,NA,NA
3/5/2023,NA,NA,NA,NA,NA,NA
4/5/2023,NA,NA,NA,NA,NA,NA
5/5/2023,NA,NA,NA,NA,NA,NA
6/5/2023,NA,NA,NA,NA,NA,NA
7/5/2023,NA,NA,NA,NA,NA,NA
8/5/2023,NA,NA,NA,NA,NA,NA
9/5/2023,NA,NA,NA,NA,NA,NA
10/5/2023,NA,NA,NA,NA,NA,NA
11/5/2023,NA,NA,NA,NA,NA,NA
12/5/2023,NA,NA,NA,NA,NA,NA
13/5/2023,NA,NA,NA,NA,NA,NA
14/5/2023,NA,NA,NA,NA,NA,NA
15/5/2023,NA,NA,NA,NA,NA,NA
16/5/2023,0.174569115,NA,NA,NA,NA,NA
17/5/2023,0.322479367,NA,NA,NA,NA,NA
18/5/2023,0.298931032,NA,NA,NA,NA,NA
19/5/2023,NA,NA,NA,NA,NA,NA
20/5/2023,NA,NA,NA,NA,NA,NA
21/5/2023,NA,NA,NA,NA,NA,NA
22/5/2023,NA,NA,NA,NA,NA,NA
23/5/2023,NA,NA,NA,NA,NA,NA
24/5/2023,NA,NA,NA,NA,NA,NA
25/5/2023,NA,NA,NA,NA,NA,NA
26/5/2023,NA,NA,NA,NA,NA,NA
27/5/2023,NA,NA,NA,NA,NA,NA
28/5/2023,NA,NA,NA,NA,NA,NA
29/5/2023,NA,NA,NA,NA,NA,NA
30/5/2023,NA,NA,NA,NA,NA,NA
31/5/2023,NA,NA,NA,NA,NA,NA
1/6/2023,NA,NA,NA,NA,NA,NA
2/6/2023,NA,NA,NA,NA,NA,NA
3/6/2023,NA,NA,NA,NA,NA,NA
4/6/2023,NA,NA,NA,NA,NA,NA
5/6/2023,NA,NA,NA,NA,NA,NA
6/6/2023,NA,NA,NA,NA,NA,NA
7/6/2023,NA,NA,NA,NA,NA,NA
8/6/2023,NA,NA,NA,NA,NA,NA
9/6/2023,NA,NA,NA,NA,NA,NA
10/6/2023,NA,NA,NA,NA,NA,NA
11/6/2023,NA,NA,NA,NA,NA,NA
12/6/2023,NA,NA,NA,NA,NA,NA
13/6/2023,NA,NA,NA,NA,NA,NA
14/6/2023,NA,NA,NA,NA,NA,NA
15/6/2023,NA,NA,NA,NA,NA,NA
16/6/2023,NA,NA,NA,NA,NA,NA
17/6/2023,NA,NA,NA,NA,NA,NA
18/6/2023,NA,NA,NA,NA,NA,NA
19/6/2023,NA,NA,NA,NA,NA,NA
20/6/2023,NA,NA,NA,NA,NA,NA
21/6/2023,NA,NA,NA,NA,NA,NA
22/6/2023,NA,NA,NA,NA,NA,NA
23/6/2023,NA,NA,NA,NA,NA,NA
24/6/2023,NA,NA,NA,NA,NA,NA
25/6/2023,NA,NA,NA,NA,NA,NA
26/6/2023,NA,NA,NA,NA,NA,NA
27/6/2023,NA,NA,NA,NA,NA,NA
28/6/2023,NA,NA,NA,NA,NA,NA
29/6/2023,NA,NA,NA,NA,NA,NA
30/6/2023,NA,NA,NA,NA,NA,NA
1/7/2023,NA,NA,NA,NA,NA,NA
2/7/2023,NA,NA,NA,NA,NA,NA
3/7/2023,NA,NA,NA,NA,NA,NA
4/7/2023,NA,NA,NA,NA,NA,NA
5/7/2023,NA,NA,NA,NA,NA,NA
6/7/2023,NA,NA,NA,NA,NA,NA
7/7/2023,NA,NA,NA,NA,NA,NA
8/7/2023,NA,NA,NA,NA,NA,NA
9/7/2023,NA,NA,NA,NA,NA,NA
10/7/2023,NA,NA,NA,NA,NA,NA
11/7/2023,NA,NA,NA,NA,NA,NA
12/7/2023,NA,NA,NA,NA,NA,NA
13/7/2023,NA,NA,NA,NA,NA,NA
14/7/2023,NA,NA,NA,NA,NA,NA
15/7/2023,NA,NA,NA,NA,NA,NA
16/7/2023,NA,NA,NA,NA,NA,NA
17/7/2023,NA,NA,NA,NA,NA,NA
18/7/2023,NA,NA,NA,NA,NA,NA
19/7/2023,NA,NA,NA,NA,NA,NA
20/7/2023,NA,NA,NA,NA,NA,NA
21/7/2023,0.593018651,NA,NA,NA,NA,NA
22/7/2023,NA,NA,NA,NA,NA,NA
23/7/2023,NA,NA,NA,NA,NA,NA
24/7/2023,NA,NA,NA,NA,NA,NA
25/7/2023,NA,NA,NA,NA,NA,NA
26/7/2023,NA,NA,NA,NA,NA,NA
27/7/2023,NA,NA,NA,NA,NA,NA
28/7/2023,NA,NA,NA,NA,NA,NA
29/7/2023,NA,NA,NA,NA,NA,NA
30/7/2023,NA,NA,NA,NA,NA,NA
31/7/2023,NA,NA,NA,NA,NA,NA
1/8/2023,NA,NA,NA,NA,NA,NA
2/8/2023,NA,NA,NA,NA,NA,NA
3/8/2023,NA,NA,NA,NA,NA,NA
4/8/2023,NA,NA,NA,NA,NA,NA
5/8/2023,NA,NA,NA,NA,NA,NA
6/8/2023,NA,NA,NA,NA,NA,NA
7/8/2023,NA,NA,NA,NA,NA,NA
8/8/2023,NA,NA,NA,NA,NA,NA
9/8/2023,NA,NA,NA,NA,NA,NA
10/8/2023,NA,NA,NA,NA,NA,NA
11/8/2023,NA,NA,NA,NA,NA,NA
12/8/2023,NA,NA,NA,NA,NA,NA
13/8/2023,NA,NA,NA,NA,NA,NA
14/8/2023,NA,NA,NA,NA,NA,NA
15/8/2023,NA,NA,NA,NA,NA,NA
16/8/2023,NA,NA,NA,NA,NA,NA
17/8/2023,NA,NA,NA,NA,NA,NA
18/8/2023,NA,NA,NA,NA,NA,NA
19/8/2023,NA,NA,NA,NA,NA,NA
20/8/2023,NA,NA,NA,NA,NA,NA
21/8/2023,NA,NA,NA,NA,NA,NA
22/8/2023,NA,NA,NA,NA,NA,NA
23/8/2023,NA,NA,NA,NA,NA,NA
24/8/2023,NA,NA,NA,NA,NA,NA
25/8/2023,NA,NA,NA,NA,NA,NA
26/8/2023,NA,NA,NA,NA,NA,NA
27/8/2023,0.116213441,NA,NA,NA,NA,NA
28/8/2023,NA,NA,NA,NA,NA,NA
29/8/2023,NA,NA,NA,NA,NA,NA
30/8/2023,NA,NA,NA,NA,NA,NA
31/8/2023,NA,NA,NA,NA,NA,NA
1/9/2023,NA,NA,NA,NA,NA,NA
2/9/2023,NA,NA,NA,NA,NA,NA
3/9/2023,NA,NA,NA,NA,NA,NA
4/9/2023,NA,NA,NA,NA,NA,NA
5/9/2023,NA,NA,NA,NA,NA,NA
6/9/2023,NA,NA,NA,NA,NA,NA
7/9/2023,NA,NA,NA,NA,NA,NA
8/9/2023,NA,NA,NA,NA,NA,NA
9/9/2023,NA,NA,NA,NA,NA,NA
10/9/2023,NA,NA,NA,NA,NA,NA
11/9/2023,NA,NA,NA,NA,NA,NA
12/9/2023,NA,NA,NA,NA,NA,NA
13/9/2023,NA,NA,NA,NA,NA,NA
14/9/2023,NA,NA,NA,NA,NA,NA
15/9/2023,NA,NA,NA,NA,NA,NA
16/9/2023,NA,NA,NA,NA,NA,NA
17/9/2023,NA,NA,NA,NA,NA,NA
18/9/2023,NA,NA,NA,NA,NA,NA
19/9/2023,NA,NA,NA,NA,NA,NA
20/9/2023,0.156090036,NA,NA,NA,NA,NA
21/9/2023,NA,NA,NA,NA,NA,NA
22/9/2023,NA,NA,NA,NA,NA,NA
23/9/2023,NA,NA,NA,NA,NA,NA
24/9/2023,NA,NA,NA,NA,NA,NA
25/9/2023,0.114113681,NA,NA,NA,NA,NA
26/9/2023,0.154636294,NA,NA,NA,NA,NA
27/9/2023,NA,NA,NA,NA,NA,NA
28/9/2023,0.129156604,NA,NA,NA,NA,NA
29/9/2023,0.12358088,NA,NA,NA,NA,NA
30/9/2023,NA,NA,NA,NA,NA,NA
1/10/2023,NA,NA,NA,NA,NA,NA
2/10/2023,NA,NA,NA,NA,NA,NA
3/10/2023,NA,NA,NA,NA,NA,NA
4/10/2023,NA,NA,NA,NA,NA,NA
5/10/2023,NA,NA,NA,NA,NA,NA
6/10/2023,NA,NA,NA,NA,NA,NA
7/10/2023,NA,NA,NA,NA,NA,NA
8/10/2023,NA,NA,NA,NA,NA,NA
9/10/2023,NA,NA,NA,NA,NA,NA
10/10/2023,NA,NA,NA,NA,NA,NA
11/10/2023,NA,NA,NA,NA,NA,NA
12/10/2023,NA,NA,NA,NA,NA,NA
13/10/2023,0.6281389,NA,NA,NA,NA,NA
14/10/2023,0.594850659,NA,NA,NA,NA,NA
15/10/2023,2.253424406,NA,NA,NA,NA,NA
16/10/2023,3.390012741,NA,NA,NA,NA,NA
17/10/2023,0.651175022,NA,NA,NA,NA,NA
18/10/2023,0.154100731,NA,NA,NA,NA,NA
19/10/2023,NA,NA,NA,NA,NA,NA
20/10/2023,NA,NA,NA,NA,NA,NA
21/10/2023,NA,NA,NA,NA,NA,NA
22/10/2023,0.736712277,NA,NA,NA,NA,NA
23/10/2023,1.021628976,NA,NA,NA,NA,NA
24/10/2023,0.128539994,NA,NA,NA,NA,NA
25/10/2023,0.670364499,NA,NA,NA,NA,NA
26/10/2023,0.398554146,NA,NA,NA,NA,NA
27/10/2023,NA,NA,NA,NA,NA,NA
28/10/2023,NA,NA,NA,NA,NA,NA
29/10/2023,1.173162699,NA,NA,NA,NA,NA
30/10/2023,3.334807634,NA,NA,NA,NA,NA
31/10/2023,2.265784979,NA,NA,NA,NA,NA
1/11/2023,3.323704004,NA,NA,NA,NA,NA
2/11/2023,1.146504402,NA,NA,NA,NA,NA
3/11/2023,0.492704511,NA,NA,NA,NA,NA
4/11/2023,0.363767982,NA,NA,NA,NA,NA
5/11/2023,0.14044857,NA,NA,NA,NA,NA
6/11/2023,0.256710231,NA,NA,NA,NA,NA
7/11/2023,2.144537687,NA,NA,NA,NA,NA
8/11/2023,0.178323388,NA,NA,NA,NA,NA
9/11/2023,NA,NA,NA,NA,NA,NA
10/11/2023,0.314495355,NA,NA,NA,NA,NA
11/11/2023,NA,NA,NA,NA,NA,NA
12/11/2023,NA,NA,NA,NA,NA,NA
13/11/2023,NA,NA,NA,NA,NA,NA
14/11/2023,0.764865756,NA,NA,NA,NA,NA
15/11/2023,NA,NA,NA,NA,NA,NA
16/11/2023,NA,NA,NA,NA,NA,NA
17/11/2023,NA,NA,NA,NA,NA,NA
18/11/2023,NA,NA,NA,NA,NA,NA
19/11/2023,NA,NA,NA,NA,NA,NA
20/11/2023,0.258828133,NA,NA,NA,NA,NA
21/11/2023,2.558520794,NA,NA,NA,NA,NA
22/11/2023,0.870726347,NA,NA,NA,NA,NA
23/11/2023,0.145652071,NA,NA,NA,NA,NA
24/11/2023,0.544083834,NA,NA,NA,NA,NA
25/11/2023,1.817257047,NA,NA,NA,NA,NA
26/11/2023,0.973699152,NA,NA,NA,NA,NA
27/11/2023,0.481675982,NA,NA,NA,NA,NA
28/11/2023,0.36523214,NA,NA,NA,NA,NA
29/11/2023,0.632482588,NA,NA,NA,NA,NA
30/11/2023,3.075054884,NA,NA,NA,NA,NA
1/12/2023,0.275994211,NA,NA,NA,NA,NA
2/12/2023,NA,NA,NA,NA,NA,NA
3/12/2023,NA,NA,NA,NA,NA,NA
4/12/2023,NA,NA,NA,NA,NA,NA
5/12/2023,NA,NA,NA,NA,NA,NA
6/12/2023,0.110609911,NA,NA,NA,NA,NA
7/12/2023,0.124629468,NA,NA,NA,NA,NA
8/12/2023,1.464359522,NA,NA,NA,NA,NA
9/12/2023,0.87766391,NA,NA,NA,NA,NA
11/12/2023,1.231149197,NA,NA,NA,NA,NA
12/12/2023,1.121841788,NA,NA,NA,NA,NA
13/12/2023,3.009027481,NA,NA,NA,NA,NA
14/12/2023,1.153371215,NA,NA,NA,NA,NA
15/12/2023,2.757263899,NA,NA,NA,NA,NA
16/12/2023,11.69280624,NA,NA,NA,NA,NA
17/12/2023,5.998167038,NA,NA,NA,NA,NA
18/12/2023,17.31207466,NA,NA,NA,NA,NA
19/12/2023,4.287938118,NA,NA,NA,NA,NA
20/12/2023,0.276211768,NA,NA,NA,NA,NA
21/12/2023,1.177866817,NA,NA,NA,NA,NA
22/12/2023,0.544451654,NA,NA,NA,NA,NA
23/12/2023,4.117108822,NA,NA,NA,NA,NA
24/12/2023,0.848590493,NA,NA,NA,NA,NA
25/12/2023,20.21596909,NA,NA,NA,NA,NA
26/12/2023,9.818658829,NA,NA,NA,NA,NA
27/12/2023,11.04585838,NA,NA,NA,NA,NA
28/12/2023,2.62835145,NA,NA,NA,NA,NA
29/12/2023,0.742721677,NA,NA,NA,NA,NA
30/12/2023,0.822654009,NA,NA,NA,NA,NA
31/12/2023,0.673633814,NA,NA,NA,NA,NA
1/1/2024,3.624275684,NA,NA,NA,NA,NA
2/1/2024,0.810792506,NA,NA,NA,NA,NA
3/1/2024,0.617525339,NA,NA,NA,NA,NA
4/1/2024,2.762480736,NA,NA,NA,NA,NA
5/1/2024,3.550672293,NA,NA,NA,NA,NA
6/1/2024,2.806534052,NA,NA,NA,NA,NA
7/1/2024,0.177207947,NA,NA,NA,NA,NA
8/1/2024,1.247527242,NA,NA,NA,NA,NA
9/1/2024,9.306426048,NA,NA,NA,NA,NA
10/1/2024,3.003823996,NA,NA,NA,NA,NA
11/1/2024,10.14194584,NA,NA,NA,NA,NA
12/1/2024,9.290273666,NA,NA,NA,NA,NA
13/1/2024,5.636303425,NA,NA,NA,NA,NA
14/1/2024,21.19468307,NA,NA,NA,NA,NA
15/1/2024,31.69526482,NA,NA,NA,NA,NA
16/1/2024,17.73178864,NA,NA,NA,NA,NA
17/1/2024,16.72297096,NA,NA,NA,NA,NA
18/1/2024,22.14478493,NA,NA,NA,NA,NA
19/1/2024,3.987586498,NA,NA,NA,NA,NA
20/1/2024,3.416386604,NA,NA,NA,NA,NA
21/1/2024,0.704851747,NA,NA,NA,NA,NA
22/1/2024,0.349355638,NA,NA,NA,NA,NA
23/1/2024,NA,NA,NA,NA,NA,NA
24/1/2024,NA,NA,NA,NA,NA,NA
25/1/2024,NA,NA,NA,NA,NA,NA
26/1/2024,NA,NA,NA,NA,NA,NA
27/1/2024,NA,NA,NA,NA,NA,NA
28/1/2024,NA,NA,NA,NA,NA,NA
29/1/2024,0.533424258,NA,NA,NA,NA,NA
30/1/2024,0.210379541,NA,NA,NA,NA,NA
31/1/2024,0.504197836,NA,NA,NA,NA,NA
1/2/2024,1.051777363,NA,NA,NA,NA,NA
2/2/2024,0.323756695,NA,NA,NA,NA,NA
3/2/2024,0.153569013,NA,NA,NA,NA,NA
4/2/2024,NA,NA,NA,NA,NA,NA
5/2/2024,NA,NA,NA,NA,NA,NA
6/2/2024,0.326513827,NA,NA,NA,NA,NA
7/2/2024,1.570002675,NA,NA,NA,NA,NA
8/2/2024,0.194051445,NA,NA,NA,NA,NA
9/2/2024,NA,NA,NA,NA,NA,NA
10/2/2024,0.238325134,NA,NA,NA,NA,NA
11/2/2024,0.316951036,NA,NA,NA,NA,NA
12/2/2024,0.158249363,NA,NA,NA,NA,NA
13/2/2024,NA,NA,NA,NA,NA,NA
14/2/2024,NA,NA,NA,NA,NA,NA
15/2/2024,NA,NA,NA,NA,NA,NA
16/2/2024,NA,NA,NA,NA,NA,NA
17/2/2024,NA,NA,NA,NA,NA,NA
18/2/2024,0.12497735,NA,NA,NA,NA,NA
19/2/2024,0.135817394,NA,NA,NA,NA,NA
20/2/2024,NA,NA,NA,NA,NA,NA
21/2/2024,NA,NA,NA,NA,NA,NA
22/2/2024,NA,NA,NA,NA,NA,NA
23/2/2024,NA,NA,NA,NA,NA,NA
24/2/2024,NA,NA,NA,NA,NA,NA
25/2/2024,NA,NA,NA,NA,NA,NA
26/2/2024,1.853433251,NA,NA,NA,NA,NA
27/2/2024,1.425598502,NA,NA,NA,NA,NA
28/2/2024,NA,NA,NA,NA,NA,NA
29/2/2024,NA,NA,NA,NA,NA,NA
1/3/2024,NA,NA,NA,NA,NA,NA
2/3/2024,NA,NA,NA,NA,NA,NA
3/3/2024,NA,NA,NA,NA,NA,NA
4/3/2024,NA,NA,NA,NA,NA,NA
5/3/2024,0.460762858,NA,NA,NA,NA,NA
6/3/2024,0.590134203,NA,NA,NA,NA,NA
7/3/2024,0.753788769,NA,NA,NA,NA,NA
8/3/2024,2.28984952,NA,NA,NA,NA,NA
9/3/2024,1.935644746,NA,NA,NA,NA,NA
10/3/2024,0.190452218,NA,NA,NA,NA,NA
11/3/2024,NA,NA,NA,NA,NA,NA
12/3/2024,NA,NA,NA,NA,NA,NA
13/3/2024,NA,NA,NA,NA,NA,NA
14/3/2024,1.204101324,NA,NA,NA,NA,NA
15/3/2024,0.560305476,NA,NA,NA,NA,NA
16/3/2024,0.768875539,NA,NA,NA,NA,NA
17/3/2024,0.120298915,NA,NA,NA,NA,NA
18/3/2024,0.168657765,NA,NA,NA,NA,NA
19/3/2024,NA,NA,NA,NA,NA,NA
20/3/2024,NA,NA,NA,NA,NA,NA
21/3/2024,NA,NA,NA,NA,NA,NA
22/3/2024,NA,NA,NA,NA,NA,NA
23/3/2024,NA,NA,NA,NA,NA,NA
24/3/2024,0.169845685,NA,NA,NA,NA,NA
25/3/2024,NA,NA,NA,NA,NA,NA
26/3/2024,0.548651516,NA,NA,NA,NA,NA
27/3/2024,0.408610255,NA,NA,NA,NA,NA
