,hist,ensmean,ens5th,ens25th,ens75th,ens95th
28/3/2024,1.211324096,NA,NA,NA,NA,NA
29/3/2024,2.710789204,NA,NA,NA,NA,NA
30/3/2024,0.278153867,NA,NA,NA,NA,NA
31/3/2024,0.140927672,NA,NA,NA,NA,NA
1/4/2024,0.130101308,NA,NA,NA,NA,NA
2/4/2024,NA,NA,NA,NA,NA,NA
3/4/2024,1.105806708,NA,NA,NA,NA,NA
4/4/2024,0.287514925,NA,NA,NA,NA,NA
5/4/2024,0.203521699,NA,NA,NA,NA,NA
6/4/2024,2.166145563,NA,NA,NA,NA,NA
7/4/2024,9.4027071,NA,NA,NA,NA,NA
8/4/2024,4.281788826,NA,NA,NA,NA,NA
9/4/2024,6.237616062,NA,NA,NA,NA,NA
10/4/2024,10.21739578,NA,NA,NA,NA,NA
11/4/2024,0.287220687,NA,NA,NA,NA,NA
12/4/2024,0.27706781,NA,NA,NA,NA,NA
13/4/2024,1.691444874,NA,NA,NA,NA,NA
14/4/2024,1.023275495,NA,NA,NA,NA,NA
15/4/2024,0.388361633,NA,NA,NA,NA,NA
16/4/2024,1.190207958,NA,NA,NA,NA,NA
17/4/2024,0.186867416,NA,NA,NA,NA,NA
18/4/2024,NA,NA,NA,NA,NA,NA
19/4/2024,NA,NA,NA,NA,NA,NA
20/4/2024,NA,NA,NA,NA,NA,NA
21/4/2024,NA,NA,NA,NA,NA,NA
22/4/2024,NA,NA,NA,NA,NA,NA
23/4/2024,NA,NA,NA,NA,NA,NA
24/4/2024,NA,NA,NA,NA,NA,NA
25/4/2024,NA,NA,NA,NA,NA,NA
26/4/2024,NA,NA,NA,NA,NA,NA
27/4/2024,NA,NA,NA,NA,NA,NA
28/4/2024,NA,NA,NA,NA,NA,NA
29/4/2024,NA,NA,NA,NA,NA,NA
30/4/2024,NA,NA,NA,NA,NA,NA
1/5/2024,NA,NA,NA,NA,NA,NA
2/5/2024,NA,NA,NA,NA,NA,NA
3/5/2024,NA,NA,NA,NA,NA,NA
4/5/2024,NA,NA,NA,NA,NA,NA
5/5/2024,NA,NA,NA,NA,NA,NA
6/5/2024,NA,NA,NA,NA,NA,NA
7/5/2024,NA,NA,NA,NA,NA,NA
8/5/2024,NA,NA,NA,NA,NA,NA
9/5/2024,NA,NA,NA,NA,NA,NA
10/5/2024,NA,NA,NA,NA,NA,NA
11/5/2024,NA,NA,NA,NA,NA,NA
12/5/2024,NA,NA,NA,NA,NA,NA
13/5/2024,0.11438176,NA,NA,NA,NA,NA
14/5/2024,NA,NA,NA,NA,NA,NA
15/5/2024,NA,NA,NA,NA,NA,NA
16/5/2024,NA,NA,NA,NA,NA,NA
17/5/2024,NA,NA,NA,NA,NA,NA
18/5/2024,NA,NA,NA,NA,NA,NA
19/5/2024,NA,NA,NA,NA,NA,NA
20/5/2024,NA,NA,NA,NA,NA,NA
21/5/2024,NA,NA,NA,NA,NA,NA
22/5/2024,NA,NA,NA,NA,NA,NA
23/5/2024,NA,NA,NA,NA,NA,NA
24/5/2024,NA,NA,NA,NA,NA,NA
25/5/2024,NA,NA,NA,NA,NA,NA
26/5/2024,NA,NA,NA,NA,NA,NA
27/5/2024,NA,NA,NA,NA,NA,NA
28/5/2024,NA,NA,NA,NA,NA,NA
29/5/2024,NA,NA,NA,NA,NA,NA
30/5/2024,NA,NA,NA,NA,NA,NA
31/5/2024,NA,NA,NA,NA,NA,NA
1/6/2024,NA,NA,NA,NA,NA,NA
2/6/2024,NA,NA,NA,NA,NA,NA
3/6/2024,NA,NA,NA,NA,NA,NA
4/6/2024,NA,NA,NA,NA,NA,NA
5/6/2024,NA,NA,NA,NA,NA,NA
6/6/2024,NA,NA,NA,NA,NA,NA
7/6/2024,NA,NA,NA,NA,NA,NA
8/6/2024,NA,NA,NA,NA,NA,NA
9/6/2024,NA,NA,NA,NA,NA,NA
10/6/2024,NA,NA,NA,NA,NA,NA
11/6/2024,NA,NA,NA,NA,NA,NA
12/6/2024,NA,NA,NA,NA,NA,NA
13/6/2024,NA,NA,NA,NA,NA,NA
14/6/2024,NA,NA,NA,NA,NA,NA
15/6/2024,NA,NA,NA,NA,NA,NA
16/6/2024,NA,NA,NA,NA,NA,NA
17/6/2024,NA,NA,NA,NA,NA,NA
18/6/2024,NA,NA,NA,NA,NA,NA
19/6/2024,NA,NA,NA,NA,NA,NA
20/6/2024,NA,NA,NA,NA,NA,NA
21/6/2024,NA,NA,NA,NA,NA,NA
22/6/2024,NA,NA,NA,NA,NA,NA
23/6/2024,NA,NA,NA,NA,NA,NA
24/6/2024,NA,NA,NA,NA,NA,NA
25/6/2024,NA,NA,NA,NA,NA,NA
26/6/2024,NA,NA,NA,NA,NA,NA
27/6/2024,0.117937505,NA,NA,NA,NA,NA
28/6/2024,0.237724721,NA,NA,NA,NA,NA
29/6/2024,NA,NA,NA,NA,NA,NA
30/6/2024,NA,NA,NA,NA,NA,NA
1/7/2024,NA,NA,NA,NA,NA,NA
2/7/2024,NA,NA,NA,NA,NA,NA
3/7/2024,NA,NA,NA,NA,NA,NA
4/7/2024,NA,NA,NA,NA,NA,NA
5/7/2024,NA,NA,NA,NA,NA,NA
6/7/2024,NA,NA,NA,NA,NA,NA
7/7/2024,NA,NA,NA,NA,NA,NA
8/7/2024,NA,NA,NA,NA,NA,NA
9/7/2024,NA,NA,NA,NA,NA,NA
10/7/2024,NA,NA,NA,NA,NA,NA
11/7/2024,NA,NA,NA,NA,NA,NA
12/7/2024,NA,NA,NA,NA,NA,NA
13/7/2024,NA,NA,NA,NA,NA,NA
14/7/2024,NA,NA,NA,NA,NA,NA
15/7/2024,NA,NA,NA,NA,NA,NA
16/7/2024,NA,NA,NA,NA,NA,NA
17/7/2024,NA,NA,NA,NA,NA,NA
18/7/2024,NA,NA,NA,NA,NA,NA
19/7/2024,NA,NA,NA,NA,NA,NA
20/7/2024,NA,NA,NA,NA,NA,NA
21/7/2024,NA,NA,NA,NA,NA,NA
22/7/2024,NA,NA,NA,NA,NA,NA
23/7/2024,NA,NA,NA,NA,NA,NA
24/7/2024,NA,NA,NA,NA,NA,NA
25/7/2024,NA,NA,NA,NA,NA,NA
26/7/2024,NA,NA,NA,NA,NA,NA
27/7/2024,NA,NA,NA,NA,NA,NA
28/7/2024,NA,NA,NA,NA,NA,NA
29/7/2024,NA,NA,NA,NA,NA,NA
30/7/2024,NA,NA,NA,NA,NA,NA
31/7/2024,NA,NA,NA,NA,NA,NA
1/8/2024,NA,NA,NA,NA,NA,NA
2/8/2024,NA,NA,NA,NA,NA,NA
3/8/2024,NA,NA,NA,NA,NA,NA
4/8/2024,NA,NA,NA,NA,NA,NA
5/8/2024,NA,NA,NA,NA,NA,NA
6/8/2024,NA,NA,NA,NA,NA,NA
7/8/2024,NA,NA,NA,NA,NA,NA
8/8/2024,NA,NA,NA,NA,NA,NA
9/8/2024,NA,NA,NA,NA,NA,NA
10/8/2024,NA,NA,NA,NA,NA,NA
11/8/2024,NA,NA,NA,NA,NA,NA
12/8/2024,NA,NA,NA,NA,NA,NA
13/8/2024,NA,NA,NA,NA,NA,NA
14/8/2024,NA,NA,NA,NA,NA,NA
15/8/2024,NA,NA,NA,NA,NA,NA
16/8/2024,NA,NA,NA,NA,NA,NA
17/8/2024,NA,NA,NA,NA,NA,NA
18/8/2024,NA,NA,NA,NA,NA,NA
19/8/2024,NA,NA,NA,NA,NA,NA
20/8/2024,NA,NA,NA,NA,NA,NA
21/8/2024,NA,NA,NA,NA,NA,NA
22/8/2024,NA,NA,NA,NA,NA,NA
23/8/2024,NA,NA,NA,NA,NA,NA
24/8/2024,NA,NA,NA,NA,NA,NA
25/8/2024,NA,NA,NA,NA,NA,NA
26/8/2024,NA,NA,NA,NA,NA,NA
27/8/2024,NA,NA,NA,NA,NA,NA
28/8/2024,NA,NA,NA,NA,NA,NA
29/8/2024,NA,NA,NA,NA,NA,NA
30/8/2024,NA,NA,NA,NA,NA,NA
31/8/2024,NA,NA,NA,NA,NA,NA
1/9/2024,NA,NA,NA,NA,NA,NA
2/9/2024,NA,NA,NA,NA,NA,NA
3/9/2024,NA,NA,NA,NA,NA,NA
4/9/2024,NA,NA,NA,NA,NA,NA
5/9/2024,NA,NA,NA,NA,NA,NA
6/9/2024,NA,NA,NA,NA,NA,NA
7/9/2024,NA,NA,NA,NA,NA,NA
8/9/2024,NA,NA,NA,NA,NA,NA
9/9/2024,NA,NA,NA,NA,NA,NA
10/9/2024,NA,NA,NA,NA,NA,NA
11/9/2024,NA,NA,NA,NA,NA,NA
12/9/2024,NA,NA,NA,NA,NA,NA
13/9/2024,NA,NA,NA,NA,NA,NA
14/9/2024,NA,NA,NA,NA,NA,NA
15/9/2024,NA,NA,NA,NA,NA,NA
16/9/2024,NA,NA,NA,NA,NA,NA
17/9/2024,NA,NA,NA,NA,NA,NA
18/9/2024,NA,NA,NA,NA,NA,NA
19/9/2024,NA,NA,NA,NA,NA,NA
20/9/2024,0.165169865,NA,NA,NA,NA,NA
21/9/2024,0.281337172,NA,NA,NA,NA,NA
22/9/2024,0.913064837,NA,NA,NA,NA,NA
23/9/2024,NA,NA,NA,NA,NA,NA
24/9/2024,NA,NA,NA,NA,NA,NA
25/9/2024,NA,NA,NA,NA,NA,NA
26/9/2024,NA,NA,NA,NA,NA,NA
27/9/2024,NA,NA,NA,NA,NA,NA
28/9/2024,NA,NA,NA,NA,NA,NA
29/9/2024,NA,NA,NA,NA,NA,NA
30/9/2024,NA,NA,NA,NA,NA,NA
1/10/2024,NA,NA,NA,NA,NA,NA
2/10/2024,2.92271924,NA,NA,NA,NA,NA
3/10/2024,0.205414772,NA,NA,NA,NA,NA
4/10/2024,NA,NA,NA,NA,NA,NA
5/10/2024,NA,NA,NA,NA,NA,NA
6/10/2024,NA,NA,NA,NA,NA,NA
7/10/2024,NA,NA,NA,NA,NA,NA
8/10/2024,NA,NA,NA,NA,NA,NA
9/10/2024,NA,NA,NA,NA,NA,NA
10/10/2024,NA,NA,NA,NA,NA,NA
11/10/2024,NA,NA,NA,NA,NA,NA
12/10/2024,NA,NA,NA,NA,NA,NA
13/10/2024,NA,NA,NA,NA,NA,NA
14/10/2024,0.130380407,NA,NA,NA,NA,NA
15/10/2024,9.634449005,NA,NA,NA,NA,NA
16/10/2024,0.246651277,NA,NA,NA,NA,NA
17/10/2024,NA,NA,NA,NA,NA,NA
18/10/2024,NA,NA,NA,NA,NA,NA
19/10/2024,NA,NA,NA,NA,NA,NA
20/10/2024,NA,NA,NA,NA,NA,NA
21/10/2024,NA,NA,NA,NA,NA,NA
22/10/2024,0.179930061,NA,NA,NA,NA,NA
23/10/2024,0.389033884,NA,NA,NA,NA,NA
24/10/2024,NA,NA,NA,NA,NA,NA
25/10/2024,NA,NA,NA,NA,NA,NA
26/10/2024,0.168693587,NA,NA,NA,NA,NA
27/10/2024,0.654522181,NA,NA,NA,NA,NA
28/10/2024,1.886082411,NA,NA,NA,NA,NA
29/10/2024,0.1906517,NA,NA,NA,NA,NA
30/10/2024,NA,NA,NA,NA,NA,NA
31/10/2024,0.832912147,NA,NA,NA,NA,NA
1/11/2024,3.358743906,NA,NA,NA,NA,NA
2/11/2024,0.579081893,NA,NA,NA,NA,NA
3/11/2024,NA,NA,NA,NA,NA,NA
4/11/2024,0.10126286,NA,NA,NA,NA,NA
5/11/2024,0.894496083,NA,NA,NA,NA,NA
6/11/2024,2.071134329,NA,NA,NA,NA,NA
7/11/2024,0.85181421,NA,NA,NA,NA,NA
8/11/2024,0.407489598,NA,NA,NA,NA,NA
9/11/2024,0.387980103,NA,NA,NA,NA,NA
10/11/2024,0.243077055,NA,NA,NA,NA,NA
11/11/2024,2.810208797,NA,NA,NA,NA,NA
12/11/2024,3.954126596,NA,NA,NA,NA,NA
13/11/2024,2.790548563,NA,NA,NA,NA,NA
14/11/2024,4.164795399,NA,NA,NA,NA,NA
15/11/2024,1.810041785,NA,NA,NA,NA,NA
16/11/2024,2.169068813,NA,NA,NA,NA,NA
17/11/2024,0.333640546,NA,NA,NA,NA,NA
18/11/2024,0.361651272,NA,NA,NA,NA,NA
19/11/2024,0.178054422,NA,NA,NA,NA,NA
20/11/2024,NA,NA,NA,NA,NA,NA
21/11/2024,NA,NA,NA,NA,NA,NA
22/11/2024,0.179575637,NA,NA,NA,NA,NA
23/11/2024,1.186006546,NA,NA,NA,NA,NA
24/11/2024,3.012244225,NA,NA,NA,NA,NA
25/11/2024,1.773357391,NA,NA,NA,NA,NA
26/11/2024,8.077960968,NA,NA,NA,NA,NA
27/11/2024,1.936861873,NA,NA,NA,NA,NA
28/11/2024,2.706612825,NA,NA,NA,NA,NA
29/11/2024,0.161402062,NA,NA,NA,NA,NA
30/11/2024,0.20490171,NA,NA,NA,NA,NA
1/12/2024,0.170439258,NA,NA,NA,NA,NA
2/12/2024,NA,NA,NA,NA,NA,NA
3/12/2024,NA,NA,NA,NA,NA,NA
4/12/2024,NA,NA,NA,NA,NA,NA
5/12/2024,NA,NA,NA,NA,NA,NA
6/12/2024,NA,NA,NA,NA,NA,NA
7/12/2024,0.281629324,NA,NA,NA,NA,NA
8/12/2024,0.336178333,NA,NA,NA,NA,NA
9/12/2024,0.365782917,NA,NA,NA,NA,NA
10/12/2024,0.276271671,NA,NA,NA,NA,NA
11/12/2024,NA,NA,NA,NA,NA,NA
12/12/2024,NA,NA,NA,NA,NA,NA
13/12/2024,0.140588358,NA,NA,NA,NA,NA
14/12/2024,0.424738288,NA,NA,NA,NA,NA
15/12/2024,0.7124753,NA,NA,NA,NA,NA
16/12/2024,3.143275976,NA,NA,NA,NA,NA
17/12/2024,1.85818398,NA,NA,NA,NA,NA
18/12/2024,9.978498459,NA,NA,NA,NA,NA
19/12/2024,5.231326103,NA,NA,NA,NA,NA
20/12/2024,5.347094536,NA,NA,NA,NA,NA
21/12/2024,0.23961316,NA,NA,NA,NA,NA
22/12/2024,0.328929275,NA,NA,NA,NA,NA
23/12/2024,2.384628534,NA,NA,NA,NA,NA
24/12/2024,2.76807642,NA,NA,NA,NA,NA
25/12/2024,2.696087837,NA,NA,NA,NA,NA
26/12/2024,1.778113604,NA,NA,NA,NA,NA
27/12/2024,2.039541006,NA,NA,NA,NA,NA
28/12/2024,1.969581008,NA,NA,NA,NA,NA
29/12/2024,7.422653675,NA,NA,NA,NA,NA
30/12/2024,10.77152538,NA,NA,NA,NA,NA
31/12/2024,8.583852768,NA,NA,NA,NA,NA
1/1/2025,9.042271614,NA,NA,NA,NA,NA
2/1/2025,11.85262585,NA,NA,NA,NA,NA
3/1/2025,14.79910183,NA,NA,NA,NA,NA
4/1/2025,10.4718504,NA,NA,NA,NA,NA
5/1/2025,7.96157074,NA,NA,NA,NA,NA
6/1/2025,3.762779951,NA,NA,NA,NA,NA
7/1/2025,5.300877571,NA,NA,NA,NA,NA
8/1/2025,3.568874359,NA,NA,NA,NA,NA
9/1/2025,3.634292364,NA,NA,NA,NA,NA
10/1/2025,14.03185177,NA,NA,NA,NA,NA
11/1/2025,10.82556152,NA,NA,NA,NA,NA
12/1/2025,10.34613228,NA,NA,NA,NA,NA
13/1/2025,10.56190681,NA,NA,NA,NA,NA
14/1/2025,13.14723492,NA,NA,NA,NA,NA
15/1/2025,6.412813663,NA,NA,NA,NA,NA
16/1/2025,3.262614489,NA,NA,NA,NA,NA
17/1/2025,12.69706154,NA,NA,NA,NA,NA
18/1/2025,14.43343067,NA,NA,NA,NA,NA
19/1/2025,2.136014223,NA,NA,NA,NA,NA
20/1/2025,9.659690857,NA,NA,NA,NA,NA
21/1/2025,26.47158241,NA,NA,NA,NA,NA
22/1/2025,10.521492,NA,NA,NA,NA,NA
23/1/2025,1.222558975,NA,NA,NA,NA,NA
24/1/2025,NA,NA,NA,NA,NA,NA
25/1/2025,NA,NA,NA,NA,NA,NA
26/1/2025,0.487354726,NA,NA,NA,NA,NA
27/1/2025,1.40037179,NA,NA,NA,NA,NA
28/1/2025,0.465006441,NA,NA,NA,NA,NA
29/1/2025,0.381240129,NA,NA,NA,NA,NA
30/1/2025,0.354601711,NA,NA,NA,NA,NA
31/1/2025,0.104319602,NA,NA,NA,NA,NA
1/2/2025,0.320195675,NA,NA,NA,NA,NA
2/2/2025,0.228962094,NA,NA,NA,NA,NA
3/2/2025,1.278004408,NA,NA,NA,NA,NA
4/2/2025,1.305624008,NA,NA,NA,NA,NA
5/2/2025,NA,NA,NA,NA,NA,NA
6/2/2025,0.148585528,NA,NA,NA,NA,NA
7/2/2025,NA,NA,NA,NA,NA,NA
8/2/2025,0.615824103,NA,NA,NA,NA,NA
9/2/2025,3.611458302,NA,NA,NA,NA,NA
10/2/2025,4.965454578,NA,NA,NA,NA,NA
11/2/2025,18.35309792,NA,NA,NA,NA,NA
12/2/2025,16.22935867,NA,NA,NA,NA,NA
13/2/2025,13.76626778,NA,NA,NA,NA,NA
14/2/2025,6.217917919,NA,NA,NA,NA,NA
15/2/2025,13.19442177,NA,NA,NA,NA,NA
16/2/2025,13.32488728,NA,NA,NA,NA,NA
17/2/2025,10.90297127,NA,NA,NA,NA,NA
18/2/2025,3.88479948,NA,NA,NA,NA,NA
19/2/2025,9.984627724,NA,NA,NA,NA,NA
20/2/2025,8.813035965,NA,NA,NA,NA,NA
21/2/2025,12.12746525,NA,NA,NA,NA,NA
22/2/2025,9.726955414,NA,NA,NA,NA,NA
23/2/2025,9.566398621,NA,NA,NA,NA,NA
24/2/2025,17.19371796,NA,NA,NA,NA,NA
25/2/2025,3.486371994,NA,NA,NA,NA,NA
26/2/2025,28.66392326,NA,NA,NA,NA,NA
27/2/2025,15.83789825,NA,NA,NA,NA,NA
28/2/2025,14.44576359,NA,NA,NA,NA,NA
1/3/2025,9.484529495,NA,NA,NA,NA,NA
2/3/2025,9.734802246,NA,NA,NA,NA,NA
3/3/2025,4.236096859,NA,NA,NA,NA,NA
4/3/2025,0.342874616,NA,NA,NA,NA,NA
5/3/2025,2.545094013,NA,NA,NA,NA,NA
6/3/2025,2.617466927,NA,NA,NA,NA,NA
7/3/2025,0.268912524,NA,NA,NA,NA,NA
8/3/2025,1.023244262,NA,NA,NA,NA,NA
9/3/2025,10.56403923,NA,NA,NA,NA,NA
10/3/2025,5.521957397,NA,NA,NA,NA,NA
11/3/2025,2.161851406,NA,NA,NA,NA,NA
12/3/2025,2.446034193,NA,NA,NA,NA,NA
13/3/2025,0.355599672,NA,NA,NA,NA,NA
14/3/2025,0.313257247,NA,NA,NA,NA,NA
15/3/2025,0.46299088,NA,NA,NA,NA,NA
16/3/2025,1.047777653,NA,NA,NA,NA,NA
17/3/2025,0.776522577,NA,NA,NA,NA,NA
18/3/2025,0.21271883,NA,NA,NA,NA,NA
19/3/2025,0.291024894,NA,NA,NA,NA,NA
20/3/2025,0.157672688,NA,NA,NA,NA,NA
21/3/2025,NA,NA,NA,NA,NA,NA
22/3/2025,NA,NA,NA,NA,NA,NA
23/3/2025,0.393359303,NA,NA,NA,NA,NA
24/3/2025,0.113801122,NA,NA,NA,NA,NA
25/3/2025,NA,NA,NA,NA,NA,NA
26/3/2025,NA,NA,NA,NA,NA,NA
27/3/2025,NA,NA,NA,NA,NA,NA
28/3/2025,NA,NA,NA,NA,NA,NA
29/3/2025,NA,NA,NA,NA,NA,NA
30/3/2025,0.203509167,NA,NA,NA,NA,NA
31/3/2025,1.560151577,NA,NA,NA,NA,NA
1/4/2025,0.418112278,NA,NA,NA,NA,NA
2/4/2025,0.196405262,NA,NA,NA,NA,NA
3/4/2025,0.147247538,NA,NA,NA,NA,NA
4/4/2025,0.133167788,NA,NA,NA,NA,NA
5/4/2025,NA,NA,NA,NA,NA,NA
6/4/2025,NA,NA,NA,NA,NA,NA
7/4/2025,NA,NA,NA,NA,NA,NA
8/4/2025,0.224909842,NA,NA,NA,NA,NA
9/4/2025,7.803573132,NA,NA,NA,NA,NA
10/4/2025,1.847607851,NA,NA,NA,NA,NA
11/4/2025,0.951031744,NA,NA,NA,NA,NA
12/4/2025,0.543586195,NA,NA,NA,NA,NA
13/4/2025,0.27764681,NA,NA,NA,NA,NA
14/4/2025,0.577175379,NA,NA,NA,NA,NA
15/4/2025,1.89751482,NA,NA,NA,NA,NA
16/4/2025,1.113180041,NA,NA,NA,NA,NA
17/4/2025,3.688633442,NA,NA,NA,NA,NA
18/4/2025,7.117662907,NA,NA,NA,NA,NA
19/4/2025,1.905202866,NA,NA,NA,NA,NA
20/4/2025,1.212664127,NA,NA,NA,NA,NA
21/4/2025,0.483547658,NA,NA,NA,NA,NA
22/4/2025,0.160842374,NA,NA,NA,NA,NA
23/4/2025,3.239928007,NA,NA,NA,NA,NA
24/4/2025,6.093763351,NA,NA,NA,NA,NA
25/4/2025,4.889018536,NA,NA,NA,NA,NA
26/4/2025,4.525988102,NA,NA,NA,NA,NA
27/4/2025,4.113582611,NA,NA,NA,NA,NA
28/4/2025,0.618469059,NA,NA,NA,NA,NA
29/4/2025,NA,NA,NA,NA,NA,NA
30/4/2025,NA,NA,NA,NA,NA,NA
1/5/2025,NA,NA,NA,NA,NA,NA
2/5/2025,NA,0.461363941,NA,NA,0.313809127,4.001252651
3/5/2025,NA,0.914266646,0.130698711,0.191350445,1.229580402,3.420491695
4/5/2025,NA,0.955313265,NA,0.124214888,1.638500571,3.620896816
5/5/2025,NA,0.157836065,NA,NA,0.271862686,0.554567158
6/5/2025,NA,NA,NA,NA,NA,NA
7/5/2025,NA,NA,NA,NA,NA,0.227013364
8/5/2025,NA,0.107259996,NA,NA,NA,0.25940451
9/5/2025,NA,NA,NA,NA,NA,0.229622006
10/5/2025,NA,NA,NA,NA,NA,0.141693413
